"id";"title";"artist";"release_year";"genre";"confirmed_genre";"link";"confirmed_link";"lyrics"
6148;"Kiss A Girl";"Keith Urban";2009;"Country";0;"";0;""
6149;"Texas Time";"Keith Urban";2018;"Country";0;"";0;""
6150;"Somewhere In My Car";"Keith Urban";2013;"Country";0;"";0;""
6151;"Wasted Time";"Keith Urban";2016;"Country";0;"";0;""
6152;"I Told You So";"Keith Urban";2006;"Country";0;"";0;""
6153;"Long Hot Summer";"Keith Urban";2010;"Country";0;"";0;""
6154;"Once In A Lifetime";"Keith Urban";2006;"Country";0;"";0;""
6155;"Good Thing";"Keith Urban";2013;"Country";0;"";0;""
6156;"'Til Summer Comes Around";"Keith Urban";2009;"Country";0;"";0;""
6157;"Everybody";"Keith Urban";2006;"Country";0;"";0;""
6158;"You Gonna Fly";"Keith Urban";2010;"Country";0;"";0;""
6159;"Sweet Thing";"Keith Urban";2008;"Country";0;"";0;""
6160;"Without You";"Keith Urban";2010;"Country";0;"";0;""
6161;"Put You In A Song";"Keith Urban";2010;"Country";0;"";0;""
6162;"Since U Been Gone";"Kelly Clarkson";0;"undefined";0;"";0;""
6163;"Because Of You";"Kelly Clarkson";0;"undefined";0;"";0;""
6164;"Breakaway";"Kelly Clarkson";0;"undefined";0;"";0;""
6165;"Piece By Piece (Live)";"Kelly Clarkson";0;"undefined";0;"";0;""
6166;"Stronger (What Doesn't Kill You)";"Kelly Clarkson";0;"undefined";0;"";0;""
6167;"Because of You (duet) DUET";"Kelly Clarkson";0;"undefined";0;"";0;""
6168;"Piece By Piece";"Kelly Clarkson";0;"undefined";0;"";0;""
6169;"My Life Would Suck Without You";"Kelly Clarkson";0;"undefined";0;"";0;""
6170;"A Moment Like This";"Kelly Clarkson";0;"undefined";0;"";0;""
6171;"Behind These Hazel Eyes";"Kelly Clarkson";2004;"Pop";0;"";0;""
6172;"People Like Us";"Kelly Clarkson";2012;"Pop";0;"";0;""
6173;"Beautiful Disaster (Live)";"Kelly Clarkson";2012;"Pop";0;"";0;""
6174;"Whole Lotta Woman";"Kelly Clarkson";2012;"Pop";0;"";0;""
6175;"Love So Soft";"Kelly Clarkson";2012;"Pop";0;"";0;""
6176;"Don't Rush";"Kelly Clarkson";2012;"Pop";0;"";0;""
6177;"Mr. Know It All";"Kelly Clarkson";2011;"Country";0;"";0;""
6178;"Walk Away";"Kelly Clarkson";2004;"Dance";0;"";0;""
6179;"I Don't Think About You EXPLICIT";"Kelly Clarkson";2004;"Dance";0;"";0;""
6180;"Already Gone";"Kelly Clarkson";2009;"Pop";0;"";0;""
6181;"Up To The Mountain";"Kelly Clarkson";2009;"Pop";0;"";0;""
6182;"Heartbeat Song";"Kelly Clarkson";2015;"Pop";0;"";0;""
6183;"Dark Side";"Kelly Clarkson";2011;"Pop";0;"";0;""
6184;"Beautiful Disaster";"Kelly Clarkson";2003;"Pop";0;"";0;""
6185;"Heat";"Kelly Clarkson";2017;"Pop";0;"";0;""
6186;"Silent Night";"Kelly Clarkson";2013;"Christmas";0;"";0;""
6187;"Catch My Breath";"Kelly Clarkson";2012;"Pop";0;"";0;""
6188;"Already Gone (Acoustic)";"Kelly Clarkson";2012;"Pop";0;"";0;""
6189;"Stronger (What Doesn't Kill You) (Acoustic)";"Kelly Clarkson";2012;"Pop";0;"";0;""
6190;"Addicted";"Kelly Clarkson";2004;"Pop";0;"";0;""
6191;"Never Again";"Kelly Clarkson";2007;"Pop";0;"";0;""
6192;"It's Quiet Uptown";"Kelly Clarkson";2016;"Pop";0;"";0;""
6193;"Cry";"Kelly Clarkson";2009;"Pop";0;"";0;""
6194;"Run Run Run DUET";"Kelly Clarkson";2009;"Pop";0;"";0;""
6195;"Gone";"Kelly Clarkson";2004;"Dance";0;"";0;""
6196;"I Hate Myself For Losing You";"Kelly Clarkson";2004;"Dance";0;"";0;""
6197;"Tie It Up";"Kelly Clarkson";2004;"Dance";0;"";0;""
6198;"Before Your Love";"Kelly Clarkson";2004;"Dance";0;"";0;""
6199;"Underneath The Tree";"Kelly Clarkson";2004;"Dance";0;"";0;""
6200;"War Paint";"Kelly Clarkson";2004;"Dance";0;"";0;""
6201;"My Favorite Things";"Kelly Clarkson";2004;"Dance";0;"";0;""
6202;"White Christmas";"Kelly Clarkson";2004;"Dance";0;"";0;""
6203;"Run Run Rudolph";"Kelly Clarkson";2004;"Dance";0;"";0;""
6204;"Where Is Your Heart";"Kelly Clarkson";2004;"Dance";0;"";0;""
6205;"Move You";"Kelly Clarkson";2017;"Pop";0;"";0;""
6206;"Meaning of Life";"Kelly Clarkson";2017;"Pop";0;"";0;""
6207;"I'll Be Home For Christmas";"Kelly Clarkson";2017;"Pop";0;"";0;""
6208;"Breaking Your Own Heart";"Kelly Clarkson";2017;"Pop";0;"";0;""
6209;"Stuff Like That There";"Kelly Clarkson";2017;"Pop";0;"";0;""
6210;"Didn't I";"Kelly Clarkson";2017;"Pop";0;"";0;""
6211;"Maybe";"Kelly Clarkson";2017;"Pop";0;"";0;""
6212;"Whyyawannabringmedown";"Kelly Clarkson";2017;"Pop";0;"";0;""
6213;"Low";"Kelly Clarkson";2017;"Pop";0;"";0;""
6214;"My Grown Up Christmas List";"Kelly Clarkson";1990;"Christmas";0;"";0;""
6215;"Alone";"Kelly Clarkson";2011;"Pop";0;"";0;""
6216;"All I Ever Wanted";"Kelly Clarkson";2009;"Pop";0;"";0;""
6217;"The Sun Will Rise";"Kelly Clarkson";2009;"Pop";0;"";0;""
6218;"Sober";"Kelly Clarkson";2009;"Pop";0;"";0;""
6219;"Invincible";"Kelly Clarkson";2009;"Pop";0;"";0;""
6220;"Would You Call That Love";"Kelly Clarkson";2017;"Pop";0;"";0;""
6221;"Hole";"Kelly Clarkson";2017;"Pop";0;"";0;""
6222;"Bad Reputation";"Kelly Clarkson";2017;"Pop";0;"";0;""
6223;"Tightrope";"Kelly Clarkson";2017;"Pop";0;"";0;""
6224;"If I Can't Have You";"Kelly Clarkson";2009;"Pop";0;"";0;""
6225;"Slow Dance";"Kelly Clarkson";2017;"Pop";0;"";0;""
6226;"Go High";"Kelly Clarkson";2017;"Pop";0;"";0;""
6227;"Thankful";"Kelly Clarkson";2017;"Pop";0;"";0;""
6228;"Medicine";"Kelly Clarkson";2017;"Pop";0;"";0;""
6229;"Save You";"Kelly Clarkson";2017;"Pop";0;"";0;""
6230;"Anytime";"Kelly Clarkson";2003;"Pop";0;"";0;""
6231;"Chivas";"Kelly Clarkson";2003;"Pop";0;"";0;""
6232;"Hear Me";"Kelly Clarkson";2003;"Pop";0;"";0;""
6233;"4 Carats";"Kelly Clarkson";2003;"Pop";0;"";0;""
6234;"The War Is Over";"Kelly Clarkson";2011;"Pop";0;"";0;""
6235;"You Found Me";"Kelly Clarkson";2004;"Pop";0;"";0;""
6236;"Have Yourself A Merry Little Christmas";"Kelly Clarkson";2013;"Christmas";0;"";0;""
6237;"Tell Me A Lie";"Kelly Clarkson";2013;"Christmas";0;"";0;""
6238;"Irvine";"Kelly Clarkson";2013;"Christmas";0;"";0;""
6239;"Winter Dreams (Brandon's Song)";"Kelly Clarkson";2013;"Christmas";0;"";0;""
6240;"If No One Will Listen";"Kelly Clarkson";2013;"Christmas";0;"";0;""
6241;"Don't You Pretend";"Kelly Clarkson";2017;"Pop";0;"";0;""
6242;"You Thought Wrong";"Kelly Clarkson";2003;"Pop";0;"";0;""
6243;"You Love Me";"Kelly Clarkson";2011;"Pop";0;"";0;""
6244;"Let Me Down";"Kelly Clarkson";2011;"Pop";0;"";0;""
6245;"Good Goes the Bye";"Kelly Clarkson";2015;"Pop";0;"";0;""
6246;"In The Blue";"Kelly Clarkson";2015;"Pop";0;"";0;""
6247;"I Want You";"Kelly Clarkson";2015;"Pop";0;"";0;""
6248;"Be Still";"Kelly Clarkson";2015;"Pop";0;"";0;""
6249;"Nostalgic";"Kelly Clarkson";2015;"Pop";0;"";0;""
6250;"Some Kind Of Miracle";"Kelly Clarkson";2003;"Pop";0;"";0;""
6251;"Don't Let Me Stop You";"Kelly Clarkson";2009;"Pop";0;"";0;""
6252;"Christmas Eve";"Kelly Clarkson";2009;"Pop";0;"";0;""
6253;"Wrapped In Red";"Kelly Clarkson";2013;"Christmas";0;"";0;""
6254;"Please Come Home For Christmas (Bells Will Be";"Kelly Clarkson";2013;"Christmas";0;"";0;""
6255;"I Do Not Hook Up";"Kelly Clarkson";2009;"Pop";0;"";0;""
6256;"Cruel";"Kelly Clarkson";2017;"Pop";0;"";0;""
6257;"Einstein";"Kelly Clarkson";2017;"Pop";0;"";0;""
6258;"I Had A Dream";"Kelly Clarkson";2015;"Pop";0;"";0;""
6259;"Every Christmas";"Kelly Clarkson";2013;"Christmas";0;"";0;""
6260;"Honestly";"Kelly Clarkson";2011;"Pop";0;"";0;""
6261;"Second Wind";"Kelly Clarkson";2011;"Pop";0;"";0;""
6262;"Just For Now";"Kelly Clarkson";2013;"Christmas";0;"";0;""
6263;"Take You High";"Kelly Clarkson";2015;"Pop";0;"";0;""
6264;"The Day We Fell Apart";"Kelly Clarkson";2009;"Pop";0;"";0;""
6265;"Long Shot";"Kelly Clarkson";2009;"Pop";0;"";0;""
6266;"Impossible";"Kelly Clarkson";2009;"Pop";0;"";0;""
6267;"You Can't Win";"Kelly Clarkson";2011;"Pop";0;"";0;""
6268;"I Forgive You";"Kelly Clarkson";2011;"Pop";0;"";0;""
6269;"How I Feel";"Kelly Clarkson";2011;"Pop";0;"";0;""
6270;"Haunted";"Kelly Clarkson";2011;"Pop";0;"";0;""
6271;"Someone";"Kelly Clarkson";2015;"Pop";0;"";0;""
6272;"Ready";"Kelly Clarkson";2009;"Pop";0;"";0;""
6273;"Papa Don't Preach";"Kelly Osbourne";2001;"Rock";0;"";0;""
6274;"One Word";"Kelly Osbourne";2005;"Rock";0;"";0;""
6275;"Motivation";"Kelly Rowland";2010;"R&B Soul";0;"";0;""
6276;"How Deep Is Your Love DUET";"Kelly Rowland";2010;"R&B Soul";0;"";0;""
6277;"Stole";"Kelly Rowland";2002;"R&B Soul";0;"";0;""
6278;"Commander";"Kelly Rowland";2010;"Pop";0;"";0;""
6279;"Lay It On Me";"Kelly Rowland";2011;"R&B Soul";0;"";0;""
6280;"Kisses Down Low";"Kelly Rowland";2013;"R&B Soul";0;"";0;""
6281;"Like This";"Kelly Rowland";2007;"R&B Soul";0;"";0;""
6282;"Down For Whatever";"Kelly Rowland";2011;"R&B Soul";0;"";0;""
6283;"Keep It Between Us";"Kelly Rowland";2011;"R&B Soul";0;"";0;""
6284;"Forever And A Day";"Kelly Rowland";2011;"R&B Soul";0;"";0;""
6285;"Work";"Kelly Rowland";2007;"Pop";0;"";0;""
6286;"You and Tequila DUET";"Kenny Chesney";0;"undefined";0;"";0;""
6287;"She Thinks My Tractor's Sexy";"Kenny Chesney";1999;"Country";0;"";0;""
6288;"American Kids";"Kenny Chesney";2014;"Country";0;"";0;""
6289;"Me and You";"Kenny Chesney";1995;"Country";0;"";0;""
6290;"When The Sun Goes Down";"Kenny Chesney";2004;"Country";0;"";0;""
6291;"Get Along";"Kenny Chesney";2018;"Country";0;"";0;""
6292;"Anything But Mine";"Kenny Chesney";2004;"Country";0;"";0;""
6293;"No Shoes, No Shirt, No Problem";"Kenny Chesney";2002;"Country";0;"";0;""
6294;"You Had Me from Hello";"Kenny Chesney";1999;"Country";0;"";0;""
6295;"Somewhere With You";"Kenny Chesney";2010;"Country";0;"";0;""
6296;"Everything's Gonna Be Alright DUET";"Kenny Chesney";2010;"Country";0;"";0;""
6297;"Better Boat";"Kenny Chesney";2018;"Country";0;"";0;""
6298;"Beer In Mexico";"Kenny Chesney";2005;"Country";0;"";0;""
6299;"When I Close My Eyes";"Kenny Chesney";1996;"Country";0;"";0;""
6300;"Come Over";"Kenny Chesney";2012;"Country";0;"";0;""
6301;"That Lucky Old Sun DUET";"Kenny Chesney";2012;"Country";0;"";0;""
6302;"The Good Stuff";"Kenny Chesney";2002;"Country";0;"";0;""
6303;"There Goes My Life";"Kenny Chesney";2003;"Country";0;"";0;""
6304;"Setting the World On Fire";"Kenny Chesney";2016;"Country";0;"";0;""
6305;"All the Pretty Girls";"Kenny Chesney";2016;"Country";0;"";0;""
6306;"Don't Happen Twice";"Kenny Chesney";2000;"Country";0;"";0;""
6307;"Better As A Memory";"Kenny Chesney";2007;"Country";0;"";0;""
6308;"Save It for a Rainy Day";"Kenny Chesney";2014;"Country";0;"";0;""
6309;"Shiftwork DUET";"Kenny Chesney";2014;"Country";0;"";0;""
6310;"Out Last Night";"Kenny Chesney";2009;"Country";0;"";0;""
6311;"Living In Fast Forward";"Kenny Chesney";2005;"Country";0;"";0;""
6312;"Don't Blink";"Kenny Chesney";2007;"Country";0;"";0;""
6313;"How Forever Feels";"Kenny Chesney";1998;"Country";0;"";0;""
6314;"Summertime";"Kenny Chesney";2005;"Country";0;"";0;""
6315;"'Til It's Gone";"Kenny Chesney";2005;"Country";0;"";0;""
6316;"I Go Back";"Kenny Chesney";2004;"Country";0;"";0;""
6317;"Pirate Flag";"Kenny Chesney";2013;"Country";0;"";0;""
6318;"Everybody Wants To Go To Heaven";"Kenny Chesney";2017;"Country";0;"";0;""
6319;"The Woman With You";"Kenny Chesney";2004;"Country";0;"";0;""
6320;"Who You'd Be Today";"Kenny Chesney";2005;"Country";0;"";0;""
6321;"Pretty Paper";"Kenny Chesney";2005;"Country";0;"";0;""
6322;"You Save Me";"Kenny Chesney";2005;"Country";0;"";0;""
6323;"On The Coast Of Somewhere Beautiful";"Kenny Chesney";2002;"Country";0;"";0;""
6324;"Ain't Back Yet";"Kenny Chesney";2010;"Country";0;"";0;""
6325;"Live Those Songs";"Kenny Chesney";2002;"Country";0;"";0;""
6326;"She's From Boston";"Kenny Chesney";2002;"Country";0;"";0;""
6327;"The Boys of Fall";"Kenny Chesney";2010;"Country";0;"";0;""
6328;"When I See This Bar";"Kenny Chesney";2013;"Country";0;"";0;""
6329;"All I Want For Christmas Is A Real Good Tan";"Kenny Chesney";2003;"Holiday";0;"";0;""
6330;"Got A Little Crazy";"Kenny Chesney";2007;"Country";0;"";0;""
6331;"Feel Like A Rock Star DUET";"Kenny Chesney";2007;"Country";0;"";0;""
6332;"Noise";"Kenny Chesney";2017;"Country";0;"";0;""
6333;"Christmas In Dixie";"Kenny Chesney";2003;"Holiday";0;"";0;""
6334;"Wild Child";"Kenny Chesney";2014;"Country";0;"";0;""
6335;"Dreams";"Kenny Chesney";2002;"Country";0;"";0;""
6336;"Flip-Flop Summer";"Kenny Chesney";2002;"Country";0;"";0;""
6337;"Outta Here";"Kenny Chesney";2004;"Country";0;"";0;""
6338;"That Somebody Was You";"Kenny G";0;"undefined";0;"";0;""
6339;"Footloose";"Kenny Loggins";1984;"Country";0;"";0;""
6340;"Danger Zone";"Kenny Loggins";1986;"Pop";0;"";0;""
6341;"Danny's Song";"Kenny Loggins";1971;"Pop";0;"";0;""
6342;"Whenever I Call You Friend DUET";"Kenny Loggins";1971;"Pop";0;"";0;""
6343;"Heart To Heart";"Kenny Loggins";1972;"Pop";0;"";0;""
6344;"This Is It (duet) DUET";"Kenny Loggins";1972;"Pop";0;"";0;""
6345;"Return to Pooh Corner";"Kenny Loggins";1994;"Children's Music";0;"";0;""
6346;"I'm Alright";"Kenny Loggins";1980;"Country";0;"";0;""
6347;"Celebrate Me Home";"Kenny Loggins";1977;"Country";0;"";0;""
6348;"Welcome to Heartlight";"Kenny Loggins";1977;"Country";0;"";0;""
6349;"The More We Try";"Kenny Loggins";1982;"Pop";0;"";0;""
6350;"The Gambler";"Kenny Rogers";1978;"Country";0;"";0;""
6351;"Lady";"Kenny Rogers";1980;"Country";0;"";0;""
6352;"Coward Of The County";"Kenny Rogers";1979;"Country";0;"";0;""
6353;"She Believes In Me";"Kenny Rogers";1978;"Country";0;"";0;""
6354;"Lucille";"Kenny Rogers";1977;"Country";0;"";0;""
6355;"Ruby, Don't Take Your Love To Town";"Kenny Rogers";1971;"Country";0;"";0;""
6356;"We've Got Tonight DUET";"Kenny Rogers";1971;"Country";0;"";0;""
6357;"Through The Years";"Kenny Rogers";1981;"Country";0;"";0;""
6358;"You Decorated My Life";"Kenny Rogers";1991;"Country";0;"";0;""
6359;"Don't Fall In Love With A Dreamer DUET";"Kenny Rogers";1991;"Country";0;"";0;""
6360;"Buy Me A Rose";"Kenny Rogers";2008;"Country";0;"";0;""
6361;"Wind Beneath My Wings";"Kenny Rogers";2000;"Country";0;"";0;""
6362;"Misty";"Kenny Rogers";2000;"Country";0;"";0;""
6363;"Daytime Friends";"Kenny Rogers";1977;"Country";0;"";0;""
6364;"Every Time Two Fools Collide DUET";"Kenny Rogers";1977;"Country";0;"";0;""
6365;"You Can't Make Old Friends DUET";"Kenny Rogers";1977;"Country";0;"";0;""
6366;"Blaze Of Glory";"Kenny Rogers";1977;"Country";0;"";0;""
6367;"Anyone Who Isn't Me Tonight";"Kenny Rogers";1977;"Country";0;"";0;""
6368;"I Believe In Santa Claus DUET";"Kenny Rogers";1977;"Country";0;"";0;""
6369;"Just Dropped In (To See What My Condition Was In)";"Kenny Rogers And The First Edition";0;"undefined";0;"";0;""
6370;"Reuben James";"Kenny Rogers And The First Edition";1971;"Country";0;"";0;""
6371;"Something's Burning";"Kenny Rogers And The First Edition";1971;"Country";0;"";0;""
6372;"TiK ToK";"Kesha";2009;"Pop";0;"";0;""
6373;"Praying";"Kesha";2017;"Pop";0;"";0;""
6374;"Woman EXPLICIT";"Kesha";2017;"Pop";0;"";0;""
6375;"Your Love Is My Drug";"Kesha";2010;"Pop";0;"";0;""
6376;"This Is Me";"Kesha";2017;"Pop";0;"";0;""
6377;"Die Young";"Kesha";2012;"House";0;"";0;""
6378;"Cannibal";"Kesha";2010;"Pop";0;"";0;""
6379;"We R Who We R";"Kesha";2010;"Pop";0;"";0;""
6380;"Hunt You Down";"Kesha";2017;"Pop";0;"";0;""
6381;"Blah Blah Blah";"Kesha";2010;"Pop";0;"";0;""
6382;"Rainbow";"Kesha";2017;"Pop";0;"";0;""
6383;"Crazy Kids";"Kesha";2012;"Pop";0;"";0;""
6384;"Take It Off";"Kesha";2010;"Pop";0;"";0;""
6385;"Blow";"Kesha";2010;"Pop";0;"";0;""
6386;"Hymn EXPLICIT";"Kesha";2010;"Pop";0;"";0;""
6387;"Animal";"Kesha";2010;"Pop";0;"";0;""
6388;"C'Mon";"Kesha";2012;"Pop";0;"";0;""
6389;"Learn to Let Go";"Kesha";2017;"Pop";0;"";0;""
6390;"Dancing With Tears In My Eyes";"Kesha";2010;"Pop";0;"";0;""
6391;"The Harold Song";"Kesha";2010;"Pop";0;"";0;""
6392;"Blind";"Kesha";2010;"Pop";0;"";0;""
6393;"Only God Knows Why EXPLICIT";"Kid Rock";0;"undefined";0;"";0;""
6394;"All Summer Long";"Kid Rock";2007;"Hard Rock";0;"";0;""
6395;"Cowboy";"Kid Rock";1998;"Hard Rock";0;"";0;""
6396;"Only God Knows Why (Clean)";"Kid Rock";1998;"Hard Rock";0;"";0;""
6397;"Bawitdaba";"Kid Rock";1998;"Hard Rock";0;"";0;""
6398;"Blue Jeans And A Rosary";"Kid Rock";2007;"Hard Rock";0;"";0;""
6399;"Born Free";"Kid Rock";2010;"Hard Rock";0;"";0;""
6400;"Collide DUET";"Kid Rock";2010;"Hard Rock";0;"";0;""
6401;"Roll On";"Kid Rock";2007;"Hard Rock";0;"";0;""
6402;"First Kiss";"Kid Rock";2015;"Hard Rock";0;"";0;""
6403;"American Rock'n Roll";"Kid Rock";2015;"Hard Rock";0;"";0;""
6404;"Redneck Paradise (Remix)";"Kid Rock";2013;"Rock";0;"";0;""
6405;"Redneck Paradise";"Kid Rock";2012;"Hard Rock";0;"";0;""
6406;"Forever";"Kid Rock";2001;"Hard Rock";0;"";0;""
6407;"Rock N Roll Jesus";"Kid Rock";2007;"Hard Rock";0;"";0;""
6408;"Sex On Fire EXPLICIT";"Kings of Leon";0;"undefined";0;"";0;""
6409;"Use Somebody";"Kings of Leon";2008;"Alternative";0;"";0;""
6410;"Closer";"Kings of Leon";2008;"Alternative";0;"";0;""
6411;"Pyro";"Kings of Leon";2010;"Alternative";0;"";0;""
6412;"Back Down South";"Kings of Leon";2010;"Alternative";0;"";0;""
6413;"Notion";"Kings of Leon";2008;"Alternative";0;"";0;""
6414;"Dancing On my Own (Live)";"Kings of Leon";2008;"Alternative";0;"";0;""
6415;"Molly's Chambers";"Kings of Leon";2003;"Alternative";0;"";0;""
6416;"Beautiful War";"Kings of Leon";2013;"Alternative";0;"";0;""
6417;"Supersoaker";"Kings of Leon";2013;"Alternative";0;"";0;""
6418;"The Bucket";"Kings of Leon";2004;"Alternative";0;"";0;""
6419;"Radioactive";"Kings of Leon";2010;"Alternative";0;"";0;""
6420;"Temple";"Kings of Leon";2013;"Alternative";0;"";0;""
6421;"WALLS";"Kings of Leon";2016;"Alternative";0;"";0;""
6422;"Fans";"Kings of Leon";2007;"Rock";0;"";0;""
6423;"The Immortals";"Kings of Leon";2010;"Alternative";0;"";0;""
6424;"Beth";"Kiss";1976;"Hard Rock";0;"";0;""
6425;"I Was Made For Lovin' You";"Kiss";1979;"Hard Rock";0;"";0;""
6426;"Rock and Roll All Nite";"Kiss";1975;"Hard Rock";0;"";0;""
6427;"Detroit Rock City";"Kiss";1976;"Hard Rock";0;"";0;""
6428;"Hard Luck Woman";"Kiss";1976;"Hard Rock";0;"";0;""
6429;"Love Gun";"Kiss";1977;"Hard Rock";0;"";0;""
6430;"Strutter";"Kiss";1974;"Hard Rock";0;"";0;""
6431;"Heaven's On Fire";"Kiss";1984;"Hard Rock";0;"";0;""
6432;"Lick It Up";"Kiss";1983;"Hard Rock";0;"";0;""
6433;"God Gave Rock & Roll To You";"Kiss";1983;"Hard Rock";0;"";0;""
6434;"Cold Gin";"Kiss";1974;"Hard Rock";0;"";0;""
6435;"Crazy Crazy Nights";"Kiss";1987;"Hard Rock";0;"";0;""
6436;"Sure Know Something";"Kiss";1979;"Hard Rock";0;"";0;""
6437;"Black Diamond";"Kiss";1974;"Hard Rock";0;"";0;""
6438;"Deuce";"Kiss";1974;"Hard Rock";0;"";0;""
6439;"Forever";"Kiss";1989;"Hard Rock";0;"";0;""
6440;"Shout It Out Loud";"Kiss";1976;"Hard Rock";0;"";0;""
6441;"Celebration";"Kool And The Gang";1980;"Dance";0;"";0;""
6442;"Get Down On It";"Kool And The Gang";1974;"R&B Soul";0;"";0;""
6443;"Ladies Night";"Kool And The Gang";1979;"R&B Soul";0;"";0;""
6444;"Fresh";"Kool And The Gang";1984;"R&B Soul";0;"";0;""
6445;"Cherish";"Kool And The Gang";1984;"Pop";0;"";0;""
6446;"Too Hot";"Kool And The Gang";1979;"R&B Soul";0;"";0;""
6447;"Joanna";"Kool And The Gang";1975;"R&B Soul";0;"";0;""
6448;"Hollywood Swinging";"Kool And The Gang";1973;"R&B Soul";0;"";0;""
6449;"Jungle Boogie";"Kool And The Gang";1973;"Funk";0;"";0;""
6450;"Megamix Medley 1";"Kool And The Gang";1973;"Funk";0;"";0;""
6451;"Let's Go Dancin' (Ooh La, La, La)";"Kool And The Gang";1981;"R&B Soul";0;"";0;""
6452;"Tonight";"Kool And The Gang";1979;"Pop";0;"";0;""
6453;"Take My Heart (You Can Have It If You Want It)";"Kool And The Gang";1981;"R&B Soul";0;"";0;""
6454;"Megamix Medley 2";"Kool And The Gang";1981;"R&B Soul";0;"";0;""
6455;"Hi De Hi Hi De Ho";"Kool And The Gang";1981;"R&B Soul";0;"";0;""
6456;"Victory";"Kool And The Gang";1990;"Fitness & Workout";0;"";0;""
6457;"Word Up!";"Korn";2004;"Hard Rock";0;"";0;""
6458;"Falling Away from Me";"Korn";1999;"Hard Rock";0;"";0;""
6459;"Coming Undone";"Korn";2005;"Hard Rock";0;"";0;""
6460;"Twisted Transistor";"Korn";2005;"Hard Rock";0;"";0;""
6461;"Thoughtless EXPLICIT";"Korn";2005;"Hard Rock";0;"";0;""
6462;"Get Up! EXPLICIT";"Korn";2005;"Hard Rock";0;"";0;""
6463;"Alone I Break EXPLICIT";"Korn";2005;"Hard Rock";0;"";0;""
6464;"Can't Get You Out Of My Head";"Kylie Minogue";2001;"Dance";0;"";0;""
6465;"The Loco-motion";"Kylie Minogue";1987;"Pop";0;"";0;""
6466;"Especially for You DUET";"Kylie Minogue";1987;"Pop";0;"";0;""
6467;"Your Disco Needs You";"Kylie Minogue";2000;"Rock";0;"";0;""
6468;"Tears On My Pillow";"Kylie Minogue";2000;"Rock";0;"";0;""
6469;"Love at First Sight";"Kylie Minogue";1988;"Dance";0;"";0;""
6470;"In Your Eyes";"Kylie Minogue";2001;"Pop";0;"";0;""
6471;"Hand On Your Heart";"Kylie Minogue";2012;"Pop";0;"";0;""
6472;"Only You DUET";"Kylie Minogue";2012;"Pop";0;"";0;""
6473;"Better The Devil You Know";"Kylie Minogue";2012;"Pop";0;"";0;""
6474;"I Should Be So Lucky";"Kylie Minogue";1987;"Pop";0;"";0;""
6475;"Spinning Around";"Kylie Minogue";2000;"Rock";0;"";0;""
6476;"All The Lovers";"Kylie Minogue";2010;"Pop";0;"";0;""
6477;"Stop Me from Falling";"Kylie Minogue";2018;"Pop";0;"";0;""
6478;"Flower";"Kylie Minogue";2012;"Pop";0;"";0;""
6479;"Got To Be Certain";"Kylie Minogue";2012;"Pop";0;"";0;""
6480;"Sexercize";"Kylie Minogue";2014;"Pop";0;"";0;""
6481;"In My Arms";"Kylie Minogue";2007;"Pop";0;"";0;""
6482;"It's No Secret";"Kylie Minogue";2007;"Pop";0;"";0;""
6483;"Get Outta My Way";"Kylie Minogue";2010;"Pop";0;"";0;""
6484;"Dancing";"Kylie Minogue";2018;"Pop";0;"";0;""
6485;"2 Hearts";"Kylie Minogue";2018;"Pop";0;"";0;""
6486;"The One";"Kylie Minogue";2007;"Rock";0;"";0;""
6487;"Shocked";"Kylie Minogue";2007;"Rock";0;"";0;""
6488;"Santa Baby";"Kylie Minogue";2015;"Christmas";0;"";0;""
6489;"Everything Is Beautiful";"Kylie Minogue";2010;"Pop";0;"";0;""
6490;"What Do I Have To Do?";"Kylie Minogue";1990;"Pop";0;"";0;""
6491;"Wow";"Kylie Minogue";2007;"Rock";0;"";0;""
6492;"Can't Beat The Feeling";"Kylie Minogue";2010;"Pop";0;"";0;""
6493;"Slow";"Kylie Minogue";2003;"Electronic";0;"";0;""
6494;"Red Blooded Woman";"Kylie Minogue";2003;"Pop";0;"";0;""
6495;"It's the Most Wonderful Time of the Year";"Kylie Minogue";2015;"Christmas";0;"";0;""
6496;"Stop Me from Falling (feat. Gente de Zona) DUET";"Kylie Minogue";2015;"Christmas";0;"";0;""
6497;"Je Ne Sais Pas Pourquoi";"Kylie Minogue";2015;"Christmas";0;"";0;""
6498;"Never Too Late";"Kylie Minogue";2012;"Pop";0;"";0;""
6499;"Confide in Me";"Kylie Minogue";1994;"Pop";0;"";0;""
6500;"Into The Blue";"Kylie Minogue";2014;"Pop";0;"";0;""
6501;"Aphrodite";"Kylie Minogue";2010;"Pop";0;"";0;""
