"id";"title";"artist";"release_year";"genre";"confirmed_genre";"link";"confirmed_link";"lyrics"
2012;"Wild World";"Cat Stevens";1970;"Christian";0;"";0;""
2013;"Morning Has Broken";"Cat Stevens";1971;"Singer Songwriter";0;"";0;""
2014;"Moonshadow";"Cat Stevens";1970;"Singer Songwriter";0;"";0;""
2015;"Peace Train";"Cat Stevens";1970;"Rock";0;"";0;""
2016;"Where Do The Children Play";"Cat Stevens";1970;"Pop";0;"";0;""
2017;"The First Cut Is the Deepest";"Cat Stevens";1967;"Singer Songwriter";0;"";0;""
2018;"Oh Very Young";"Cat Stevens";1974;"Singer Songwriter";0;"";0;""
2019;"Another Saturday Night";"Cat Stevens";1974;"Rock";0;"";0;""
2020;"Lady D'Arbanville";"Cat Stevens";1970;"Singer Songwriter";0;"";0;""
2021;"The Wind";"Cat Stevens";1971;"Pop";0;"";0;""
2022;"Sad Lisa";"Cat Stevens";1970;"Pop";0;"";0;""
2023;"F**k You EXPLICIT";"Cee Lo Green";0;"undefined";0;"";0;""
2024;"Forget You! EXPLICIT";"Cee Lo Green";0;"undefined";0;"";0;""
2025;"I Want You";"Cee Lo Green";2010;"R&B Soul";0;"";0;""
2026;"Bright Lights Bigger City";"Cee Lo Green";2010;"R&B Soul";0;"";0;""
2027;"Cry Baby";"Cee Lo Green";2010;"R&B Soul";0;"";0;""
2028;"All I Want For Christmas";"Cee Lo Green";2010;"R&B Soul";0;"";0;""
2029;"It's OK EXPLICIT";"Cee Lo Green";2010;"R&B Soul";0;"";0;""
2030;"Run Rudolph Run";"Cee Lo Green";2012;"Holiday";0;"";0;""
2031;"Hero";"Chad Kroeger";2001;"Rock";0;"";0;""
2032;"Ain't Nobody";"Chaka Khan";1983;"Funk";0;"";0;""
2033;"I'm Every Woman";"Chaka Khan";1978;"R&B Soul";0;"";0;""
2034;"My Funny Valentine";"Chaka Khan";1995;"Soundtrack";0;"";0;""
2035;"Through the Fire";"Chaka Khan";1984;"Pop";0;"";0;""
2036;"I Feel For You";"Chaka Khan";1984;"Pop";0;"";0;""
2037;"What Cha' Gonna Do For Me";"Chaka Khan";1981;"Funk";0;"";0;""
2038;"To Sir With Love";"Chaka Khan";2004;"Jazz";0;"";0;""
2039;"Angel";"Chaka Khan";2007;"R&B Soul";0;"";0;""
2040;"And The Melody Still Lingers On (Night In Tunisia)";"Chaka Khan";1981;"R&B Soul";0;"";0;""
2041;"We Can Work It Out";"Chaka Khan";1981;"R&B Soul";0;"";0;""
2042;"This Is My Night";"Chaka Khan";1984;"R&B Soul";0;"";0;""
2043;"One Call Away";"Charlie Puth";2015;"Classical";0;"";0;""
2044;"Marvin Gaye DUET";"Charlie Puth";2015;"Classical";0;"";0;""
2045;"Attention";"Charlie Puth";2017;"Classical Crossover";0;"";0;""
2046;"We Don't Talk Anymore DUET";"Charlie Puth";2017;"Classical Crossover";0;"";0;""
2047;"Done for Me DUET";"Charlie Puth";2017;"Classical Crossover";0;"";0;""
2048;"See You Again (Piano Version)";"Charlie Puth";2017;"Classical Crossover";0;"";0;""
2049;"How Long";"Charlie Puth";2017;"Dance";0;"";0;""
2050;"The Way I Am";"Charlie Puth";2018;"Dance";0;"";0;""
2051;"If You Leave Me Now";"Charlie Puth";2018;"Pop";0;"";0;""
2052;"I Won't Tell A Soul";"Charlie Puth";2015;"Pop";0;"";0;""
2053;"Dangerously";"Charlie Puth";2016;"Pop";0;"";0;""
2054;"Slow It Down EXPLICIT";"Charlie Puth";2016;"Pop";0;"";0;""
2055;"Suffer";"Charlie Puth";2015;"Pop";0;"";0;""
2056;"Look At Me Now";"Charlie Puth";2015;"Pop";0;"";0;""
2057;"Up All Night";"Charlie Puth";2016;"Pop";0;"";0;""
2058;"Change";"Charlie Puth";2018;"Pop";0;"";0;""
2059;"Some Type Of Love";"Charlie Puth";2015;"Pop";0;"";0;""
2060;"How Deep Is Your Love";"Charlie Puth";2015;"Pop";0;"";0;""
2061;"Bon Appétit";"Charlie Puth";2015;"Pop";0;"";0;""
2062;"My Gospel";"Charlie Puth";2016;"Pop";0;"";0;""
2063;"Behind Closed Doors";"Charlie Rich";0;"undefined";0;"";0;""
2064;"The Most Beautiful Girl";"Charlie Rich";0;"undefined";0;"";0;""
2065;"Since I Fell For You";"Charlie Rich";0;"undefined";0;"";0;""
2066;"Rollin' with the Flow";"Charlie Rich";0;"undefined";0;"";0;""
2067;"You're Gonna Love Yourself (In The Morning)";"Charlie Rich";0;"undefined";0;"";0;""
2068;"I Love My Friend";"Charlie Rich";0;"undefined";0;"";0;""
2069;"There Goes My Baby";"Charlie Wilson";2008;"R&B Soul";0;"";0;""
2070;"I Love Your Smile";"Charlie Winston";2007;"Rock";0;"";0;""
2071;"Like A Hobo";"Charlie Winston";2007;"Rock";0;"";0;""
2072;"In Your Hands";"Charlie Winston";2009;"Pop";0;"";0;""
2073;"Calling Me";"Charlie Winston";2007;"Rock";0;"";0;""
2074;"Hello Alone";"Charlie Winston";2011;"Rock";0;"";0;""
2075;"Kick The Bucket";"Charlie Winston";2009;"Pop";0;"";0;""
2076;"I Want You To Want Me";"Cheap Trick";1977;"Pop";0;"";0;""
2077;"Surrender";"Cheap Trick";1978;"Pop";0;"";0;""
2078;"The Flame";"Cheap Trick";1982;"Pop";0;"";0;""
2079;"Don't Be Cruel";"Cheap Trick";1988;"Rock";0;"";0;""
2080;"I Want You To Want Me (Live version)";"Cheap Trick";1988;"Rock";0;"";0;""
2081;"Dream Police";"Cheap Trick";1978;"Rock";0;"";0;""
2082;"Ain't That a Shame";"Cheap Trick";1977;"Rock";0;"";0;""
2083;"That '70s Song";"Cheap Trick";1977;"Rock";0;"";0;""
2084;"If I Could Turn Back Time";"Cher";0;"undefined";0;"";0;""
2085;"Believe";"Cher";0;"undefined";0;"";0;""
2086;"The Shoop Shoop Song (It's In His Kiss)";"Cher";1990;"Pop";0;"";0;""
2087;"Welcome to Burlesque";"Cher";1990;"Pop";0;"";0;""
2088;"Gypsys, Tramps & Thieves";"Cher";1971;"Pop";0;"";0;""
2089;"Just Like Jesse James";"Cher";1989;"Adult Contemporary";0;"";0;""
2090;"Walking In Memphis";"Cher";1995;"Pop";0;"";0;""
2091;"Dark Lady";"Cher";1974;"Adult Contemporary";0;"";0;""
2092;"Strong Enough";"Cher";1998;"Adult Contemporary";0;"";0;""
2093;"You Haven't Seen The Last Of Me";"Cher";1998;"Adult Contemporary";0;"";0;""
2094;"Bang Bang (My Baby Shot Me Down)";"Cher";1987;"Pop";0;"";0;""
2095;"Star Spangled Banner";"Cher";1987;"Pop";0;"";0;""
2096;"Chiquitita";"Cher";2018;"Pop";0;"";0;""
2097;"The Way Of Love";"Cher";1971;"Adult Contemporary";0;"";0;""
2098;"I Found Someone";"Cher";1987;"Adult Contemporary";0;"";0;""
2099;"Half-Breed";"Cher";1972;"Pop";0;"";0;""
2100;"The Winner Takes It All";"Cher";2018;"Pop";0;"";0;""
2101;"Dancing Queen";"Cher";2018;"Pop";0;"";0;""
2102;"Gimme! Gimme! Gimme! (A Man After Midnight)";"Cher";2018;"Pop";0;"";0;""
2103;"Waterloo";"Cher";2018;"Pop";0;"";0;""
2104;"Dov'e L'Amore";"Cher";2018;"Pop";0;"";0;""
2105;"Save Up All Your Tears";"Cher";1999;"Pop";0;"";0;""
2106;"Mamma Mia";"Cher";2018;"Pop";0;"";0;""
2107;"SOS";"Cher";2018;"Pop";0;"";0;""
2108;"I Hope You Find It";"Cher";2013;"Pop";0;"";0;""
2109;"Woman's World";"Cher";2013;"Pop";0;"";0;""
2110;"Love Hurts";"Cher";2013;"Pop";0;"";0;""
2111;"All Or Nothing";"Cher";1998;"Adult Contemporary";0;"";0;""
2112;"All I Really Want To Do";"Cher";2013;"Adult Contemporary";0;"";0;""
2113;"Take Me Home";"Cher";1999;"Adult Contemporary";0;"";0;""
2114;"(This Is) A Song For The Lonely";"Cher";1999;"Adult Contemporary";0;"";0;""
2115;"One of Us";"Cher";2018;"Pop";0;"";0;""
2116;"Love And Understanding";"Cher";1991;"Pop";0;"";0;""
2117;"The Name of the Game";"Cher";1991;"Pop";0;"";0;""
2118;"Sirens";"Cher";2013;"Pop";0;"";0;""
2119;"The Red";"Chevelle";2002;"Hard Rock";0;"";0;""
2120;"Panic Prone";"Chevelle";2004;"Hard Rock";0;"";0;""
2121;"Closure";"Chevelle";2002;"Hard Rock";0;"";0;""
2122;"You're the Inspiration";"Chicago";1984;"Pop";0;"";0;""
2123;"Hard To Say I'm Sorry";"Chicago";1982;"Pop";0;"";0;""
2124;"Colour My World";"Chicago";1970;"Rock";0;"";0;""
2125;"If You Leave Me Now";"Chicago";1976;"Pop";0;"";0;""
2126;"Just You 'N' Me";"Chicago";1972;"Rock";0;"";0;""
2127;"Make Me Smile";"Chicago";1970;"Rock";0;"";0;""
2128;"Hard Habit To Break";"Chicago";1984;"Pop";0;"";0;""
2129;"Look Away";"Chicago";1985;"Pop";0;"";0;""
2130;"Will You Still Love Me?";"Chicago";1986;"Pop";0;"";0;""
2131;"I'm a Man";"Chicago";1969;"Rock";0;"";0;""
2132;"Wishing You Were Here";"Chicago";1974;"Rock";0;"";0;""
2133;"Love Me Tomorrow";"Chicago";1982;"Rock";0;"";0;""
2134;"All That Jazz";"Chicago (film)";0;"undefined";0;"";0;""
2135;"When You're Good To Mama";"Chicago (The Musical)";0;"undefined";0;"";0;""
2136;"Mr. Cellophane";"Chicago (The Musical)";2007;"Soundtrack";0;"";0;""
2137;"We Both Reached For The Gun";"Chicago (The Musical)";2007;"Soundtrack";0;"";0;""
2138;"Razzle Dazzle";"Chicago (The Musical)";2007;"Soundtrack";0;"";0;""
2139;"Roxie";"Chicago (The Musical)";2007;"Soundtrack";0;"";0;""
2140;"Funny Honey";"Chicago (The Musical)";2007;"Soundtrack";0;"";0;""
2141;"Nowadays";"Chicago (The Musical)";2007;"Soundtrack";0;"";0;""
2142;"A Little Bit Of Good";"Chicago (The Musical)";2007;"Soundtrack";0;"";0;""
2143;"All I Care About";"Chicago (The Musical)";2007;"Soundtrack";0;"";0;""
2144;"Chicks Dig It";"Chris Cagle";2003;"Country";0;"";0;""
2145;"I Breathe In, I Breathe Out";"Chris Cagle";2001;"Country";0;"";0;""
2146;"What A Beautiful Day";"Chris Cagle";2003;"Country";0;"";0;""
2147;"What Kinda Gone";"Chris Cagle";2007;"Country";0;"";0;""
2148;"Billie Jean";"Chris Cornell";2007;"Alternative";0;"";0;""
2149;"You Know My Name";"Chris Cornell";2006;"Alternative";0;"";0;""
2150;"Home";"Chris Daughtry";2006;"Pop";0;"";0;""
2151;"It's Not Over";"Chris Daughtry";2006;"Pop";0;"";0;""
2152;"What About Now";"Chris Daughtry";2006;"Pop";0;"";0;""
2153;"September";"Chris Daughtry";2006;"Pop";0;"";0;""
2154;"Over You";"Chris Daughtry";2006;"Pop";0;"";0;""
2155;"Waiting For Superman";"Chris Daughtry";2006;"Pop";0;"";0;""
2156;"Feels Like Tonight";"Chris Daughtry";2006;"Pop";0;"";0;""
2157;"Start Of Something Good";"Chris Daughtry";2006;"Pop";0;"";0;""
2158;"Poker Face";"Chris Daughtry";2006;"Pop";0;"";0;""
2159;"Crawling Back To You";"Chris Daughtry";2011;"Pop";0;"";0;""
2160;"Renegade";"Chris Daughtry";2011;"Pop";0;"";0;""
2161;"Only The Lonely";"Chris Isaak";1996;"Rock";0;"";0;""
2162;"Have Yourself A Merry Little Christmas";"Chris Isaak";2004;"Holiday";0;"";0;""
2163;"Buy Me A Boat";"Chris Janson";2015;"Country";0;"";0;""
2164;"Drunk Girl";"Chris Janson";2017;"Country";0;"";0;""
2165;"Fix a Drink";"Chris Janson";2017;"Country";0;"";0;""
2166;"Power of Positive Drinkin'";"Chris Janson";2015;"Country";0;"";0;""
2167;"Holdin' Her";"Chris Janson";2015;"Country";0;"";0;""
2168;"Redneck Life";"Chris Janson";2017;"Country";0;"";0;""
2169;"Everybody";"Chris Janson";2017;"Country";0;"";0;""
2170;"This Cowboy's Hat";"Chris LeDoux";1982;"Country";0;"";0;""
2171;"Whatcha Gonna Do With a Cowboy DUET";"Chris LeDoux";1982;"Country";0;"";0;""
2172;"Even Cowboys Like A Little Rock And Roll";"Chris LeDoux";1993;"Country";0;"";0;""
2173;"Tougher Than The Rest";"Chris LeDoux";1994;"Country";0;"";0;""
2174;"Copenhagen DUET";"Chris LeDoux";1994;"Country";0;"";0;""
2175;"Tennessee Whiskey";"Chris Stapleton";2015;"Country";0;"";0;""
2176;"Broken Halos";"Chris Stapleton";2017;"Alternative Country";0;"";0;""
2177;"Millionaire";"Chris Stapleton";2017;"Country";0;"";0;""
2178;"Whiskey And You";"Chris Stapleton";2015;"Country";0;"";0;""
2179;"Fire Away";"Chris Stapleton";2015;"Country";0;"";0;""
2180;"Parachute";"Chris Stapleton";2015;"Country";0;"";0;""
2181;"Nobody To Blame";"Chris Stapleton";2015;"Country";0;"";0;""
2182;"Either Way";"Chris Stapleton";2017;"Country";0;"";0;""
2183;"What Are You Listening To";"Chris Stapleton";2013;"Country";0;"";0;""
2184;"You Are My Sunshine";"Chris Stapleton";2016;"Country";0;"";0;""
2185;"Was It 26";"Chris Stapleton";2015;"Country";0;"";0;""
2186;"The Devil Named Music";"Chris Stapleton";2015;"Country";0;"";0;""
2187;"Might as well Get Stoned";"Chris Stapleton";2015;"Country";0;"";0;""
2188;"Midnight Train to Memphis";"Chris Stapleton";2017;"Country";0;"";0;""
2189;"I Was Wrong";"Chris Stapleton";2017;"Country";0;"";0;""
2190;"When the Stars Come Out";"Chris Stapleton";2015;"Country";0;"";0;""
2191;"Last Thing I Needed, First Thing This Morning";"Chris Stapleton";2017;"Country";0;"";0;""
2192;"Death Row";"Chris Stapleton";2017;"Country";0;"";0;""
2193;"Daddy Doesn't Pray Anymore";"Chris Stapleton";2015;"Country";0;"";0;""
2194;"Hard Livin'";"Chris Stapleton";2017;"Country";0;"";0;""
2195;"Amanda DUET";"Chris Stapleton";2017;"Country";0;"";0;""
2196;"More Of You";"Chris Stapleton";2015;"Country";0;"";0;""
2197;"Tryin' To Untangle My Mind";"Chris Stapleton";2017;"Country";0;"";0;""
2198;"Folsom Prison Blues";"Chris Stapleton";2017;"Country";0;"";0;""
2199;"Traveller";"Chris Stapleton";2015;"Country";0;"";0;""
2200;"Sometimes I Cry";"Chris Stapleton";2015;"Country";0;"";0;""
2201;"Them Stems";"Chris Stapleton";2017;"Country";0;"";0;""
2202;"Friendship";"Chris Stapleton";2017;"Country";0;"";0;""
2203;"Without Your Love";"Chris Stapleton";2017;"Country";0;"";0;""
2204;"Up To No Good Livin'";"Chris Stapleton";2017;"Country";0;"";0;""
2205;"Second One to Know";"Chris Stapleton";2017;"Country";0;"";0;""
2206;"I Want Love";"Chris Stapleton";2018;"Country";0;"";0;""
2207;"Drunkard's Prayer";"Chris Stapleton";2017;"Country";0;"";0;""
2208;"Outlaw State Of Mind";"Chris Stapleton";2015;"Country";0;"";0;""
2209;"Scarecrow in the Garden";"Chris Stapleton";2017;"Country";0;"";0;""
2210;"Gettin' You Home";"Chris Young";2009;"Country";0;"";0;""
2211;"Tomorrow";"Chris Young";2011;"Country";0;"";0;""
2212;"The Man I Want To Be";"Chris Young";2009;"Country";0;"";0;""
2213;"Neon";"Chris Young";2011;"Country";0;"";0;""
2214;"You";"Chris Young";2004;"Christian";0;"";0;""
2215;"Who I Am With You";"Chris Young";2013;"Country";0;"";0;""
2216;"I'm Comin' Over";"Chris Young";2015;"Country";0;"";0;""
2217;"Where I Go When I Drink";"Chris Young";2017;"Country";0;"";0;""
2218;"Think Of You DUET";"Chris Young";2017;"Country";0;"";0;""
2219;"Aw Naw";"Chris Young";2013;"Country";0;"";0;""
2220;"Losing Sleep";"Chris Young";2017;"Country";0;"";0;""
2221;"Sober Saturday Night";"Chris Young";2015;"Country";0;"";0;""
2222;"Hangin' On";"Chris Young";2017;"Country";0;"";0;""
2223;"Lonely Eyes";"Chris Young";2013;"Country";0;"";0;""
2224;"I Can Take It From There";"Chris Young";2011;"Country";0;"";0;""
2225;"Text Me Texas";"Chris Young";2013;"Country";0;"";0;""
2226;"You're Gonna Love Me";"Chris Young";2006;"Country";0;"";0;""
2227;"The Shoebox";"Chris Young";2009;"Country";0;"";0;""
2228;"Genie In A Bottle";"Christina Aguilera";1999;"Pop";0;"";0;""
2229;"Something's Gotta Hold On Me";"Christina Aguilera";1999;"Pop";0;"";0;""
2230;"Just A Fool DUET";"Christina Aguilera";1999;"Pop";0;"";0;""
2231;"Guy What Takes His Time";"Christina Aguilera";2010;"Musicals";0;"";0;""
2232;"Tough Lover";"Christina Aguilera";2010;"Musicals";0;"";0;""
2233;"But I Am A Good Girl";"Christina Aguilera";2010;"Musicals";0;"";0;""
2234;"What A Girl Wants";"Christina Aguilera";1999;"Pop";0;"";0;""
2235;"I Turn To You";"Christina Aguilera";1999;"Pop";0;"";0;""
2236;"It's A Man's Man's Man's World";"Christina Aguilera";1999;"Pop";0;"";0;""
2237;"Impossible";"Christina Aguilera";2002;"Pop";0;"";0;""
2238;"At Last";"Christina Aguilera";2002;"Pop";0;"";0;""
2239;"Twice";"Christina Aguilera";2018;"Pop";0;"";0;""
2240;"Contigo en la Distancia";"Christina Aguilera";2018;"Pop";0;"";0;""
2241;"Car Wash";"Christina Aguilera";2004;"Soundtrack";0;"";0;""
2242;"Your Body";"Christina Aguilera";2012;"Pop";0;"";0;""
2243;"Ven Conmigo (Solamente Tú)";"Christina Aguilera";2012;"Pop";0;"";0;""
2244;"Oh Holy Night";"Christina Aguilera";2000;"Holiday";0;"";0;""
2245;"The Beautiful People";"Christina Aguilera";2010;"Musicals";0;"";0;""
2246;"Make The World Move";"Christina Aguilera";2012;"Pop";0;"";0;""
2247;"Telepathy";"Christina Aguilera";2016;"Soundtrack";0;"";0;""
2248;"Have Yourself A Merry Little Christmas";"Christina Aguilera";2000;"Holiday";0;"";0;""
2249;"Let There Be Love";"Christina Aguilera";2012;"Pop";0;"";0;""
2250;"Merry Christmas, Baby";"Christina Aguilera";2000;"Holiday";0;"";0;""
2251;"Not Myself Tonight";"Christina Aguilera";1999;"Pop";0;"";0;""
2252;"This Christmas";"Christina Aguilera";2000;"Holiday";0;"";0;""
2253;"The Christmas Song";"Christina Aguilera";2000;"Holiday";0;"";0;""
2254;"Sailing";"Christopher Cross";1979;"Adult Alternative";0;"";0;""
2255;"Ride Like The Wind";"Christopher Cross";1979;"Adult Alternative";0;"";0;""
2256;"Arthur's Theme (The Best That You Can Do)";"Christopher Cross";1979;"Adult Alternative";0;"";0;""
2257;"Think Of Laura";"Christopher Cross";1983;"Pop";0;"";0;""
2258;"Never Be the Same";"Christopher Cross";1979;"Adult Alternative";0;"";0;""
2259;"All Right";"Christopher Cross";1983;"Adult Alternative";0;"";0;""
2260;"Let's Twist Again";"Chubby Checker";1961;"Pop";0;"";0;""
2261;"The Twist";"Chubby Checker";1960;"Holiday";0;"";0;""
2262;"Limbo Rock";"Chubby Checker";1961;"Karaoke";0;"";0;""
2263;"Pony Time";"Chubby Checker";1961;"Karaoke";0;"";0;""
2264;"Johnny B. Goode";"Chuck Berry";1958;"Rock";0;"";0;""
2265;"You Never Can Tell";"Chuck Berry";1964;"Rock";0;"";0;""
2266;"My Ding-A-Ling";"Chuck Berry";1967;"Rock";0;"";0;""
2267;"Sweet Little Sixteen";"Chuck Berry";1958;"R&B Soul";0;"";0;""
2268;"No Particular Place To Go";"Chuck Berry";1964;"Blues";0;"";0;""
2269;"Maybellene";"Chuck Berry";1955;"Rock";0;"";0;""
2270;"Roll Over Beethoven";"Chuck Berry";1956;"Rock";0;"";0;""
2271;"Rock And Roll Music";"Chuck Berry";1957;"Rock";0;"";0;""
2272;"Memphis, Tennessee";"Chuck Berry";1959;"Rock";0;"";0;""
2273;"Nadine";"Chuck Berry";1964;"Blues";0;"";0;""
2274;"Promised Land";"Chuck Berry";1964;"Rock";0;"";0;""
2275;"Reelin' and Rockin'";"Chuck Berry";1958;"Rock";0;"";0;""
2276;"School Days";"Chuck Berry";1958;"Rock";0;"";0;""
2277;"Route 66";"Chuck Berry";1961;"Blues";0;"";0;""
2278;"Little Queenie";"Chuck Berry";1959;"Rock";0;"";0;""
2279;"Carol";"Chuck Berry";1958;"Rock";0;"";0;""
2280;"Run, Rudolph, Run";"Chuck Berry";1958;"Rock";0;"";0;""
2281;"Sweet Little Rock 'n' Roller";"Chuck Berry";1958;"Rock";0;"";0;""
2282;"Around and Around";"Chuck Berry";1958;"Rock";0;"";0;""
2283;"Too Much Monkey Business";"Chuck Berry";1956;"Rock";0;"";0;""
2284;"Big Boys";"Chuck Berry";2017;"Rock";0;"";0;""
2285;"Mary, Did You Know";"Clay Aiken";2001;"Holiday";0;"";0;""
2286;"Invisible";"Clay Aiken";2003;"Pop";0;"";0;""
2287;"The Way";"Clay Aiken";2003;"Pop";0;"";0;""
2288;"Shine";"Clay Aiken";2003;"Pop";0;"";0;""
2289;"I Survived You";"Clay Aiken";2003;"Pop";0;"";0;""
2290;"This Is The Night";"Clay Aiken";2003;"Pop";0;"";0;""
2291;"I Will Carry You";"Clay Aiken";2003;"Pop";0;"";0;""
2292;"She Won't Be Lonely Long";"Clay Walker";2009;"Country";0;"";0;""
2293;"Fall";"Clay Walker";2007;"Country";0;"";0;""
2294;"The Chain Of Love";"Clay Walker";1999;"Country";0;"";0;""
2295;"'Fore She Was Mama";"Clay Walker";1999;"Country";0;"";0;""
2296;"I Can't Sleep";"Clay Walker";2003;"Country";0;"";0;""
2297;"Live, Laugh, Love";"Clay Walker";1999;"Country";0;"";0;""
2298;"Dreaming with My Eyes Wide Open";"Clay Walker";1999;"Country";0;"";0;""
2299;"A Better Man";"Clint Black";1989;"Country";0;"";0;""
2300;"Killin' Time";"Clint Black";1989;"Country";0;"";0;""
2301;"Nobody's Home";"Clint Black";1989;"Country";0;"";0;""
2302;"Nothing's News";"Clint Black";1989;"Country";0;"";0;""
2303;"Chain Of Fools DUET";"Clint Black";1989;"Country";0;"";0;""
2304;"Money Or Love";"Clint Black";1999;"Country";0;"";0;""
2305;"Yellow";"Coldplay";2000;"Alternative";0;"";0;""
2306;"The Scientist";"Coldplay";2002;"Alternative";0;"";0;""
2307;"Viva La Vida";"Coldplay";2008;"Alternative";0;"";0;""
2308;"Fix You";"Coldplay";2005;"Alternative";0;"";0;""
2309;"Clocks";"Coldplay";2002;"Alternative";0;"";0;""
2310;"Adventure of a Lifetime";"Coldplay";2015;"Alternative";0;"";0;""
2311;"A Sky Full Of Stars";"Coldplay";2014;"Alternative";0;"";0;""
2312;"Magic";"Coldplay";2014;"Alternative";0;"";0;""
2313;"In My Place";"Coldplay";2002;"Alternative";0;"";0;""
2314;"Trouble";"Coldplay";2000;"Alternative";0;"";0;""
2315;"Hymn for the Weekend";"Coldplay";2015;"Alternative";0;"";0;""
2316;"Paradise";"Coldplay";2011;"Alternative";0;"";0;""
2317;"God Put A Smile Upon Your Face";"Coldplay";2002;"Alternative";0;"";0;""
2318;"Shiver";"Coldplay";2000;"Alternative";0;"";0;""
2319;"Green Eyes";"Coldplay";2002;"Alternative";0;"";0;""
2320;"Speed Of Sound";"Coldplay";2005;"Alternative";0;"";0;""
2321;"Warning Sign";"Coldplay";2002;"Alternative";0;"";0;""
2322;"Don't Panic";"Coldplay";2000;"Alternative";0;"";0;""
2323;"Everglow";"Coldplay";2015;"Alternative";0;"";0;""
2324;"Lost!";"Coldplay";2008;"Alternative";0;"";0;""
2325;"Talk";"Coldplay";2005;"Alternative";0;"";0;""
2326;"Princess Of China";"Coldplay";2011;"Alternative";0;"";0;""
2327;"Charlie Brown";"Coldplay";2011;"Alternative";0;"";0;""
2328;"Violet Hill";"Coldplay";2008;"Alternative";0;"";0;""
2329;"The Hardest Part";"Coldplay";2005;"Alternative";0;"";0;""
2330;"Amsterdam";"Coldplay";2002;"Alternative";0;"";0;""
2331;"Miracles (Someone Special)";"Coldplay";2017;"Alternative";0;"";0;""
2332;"A Head Full of Dreams";"Coldplay";2015;"Alternative";0;"";0;""
2333;"Life In Technicolor II";"Coldplay";2008;"Alternative";0;"";0;""
2334;"Fun";"Coldplay";2015;"Alternative";0;"";0;""
2335;"Strawberry Swing";"Coldplay";2008;"Alternative";0;"";0;""
2336;"Us Against The World";"Coldplay";2011;"Alternative";0;"";0;""
2337;"Amazing Day";"Coldplay";2015;"Alternative";0;"";0;""
2338;"Atlas";"Coldplay";2013;"Soundtrack";0;"";0;""
2339;"Up&Up";"Coldplay";2015;"Alternative";0;"";0;""
2340;"Every Teardrop Is A Waterfall";"Coldplay";2011;"Alternative";0;"";0;""
2341;"Birds";"Coldplay";2011;"Alternative";0;"";0;""
2342;"All I Can Think About Is You";"Coldplay";2017;"Alternative";0;"";0;""
2343;"Lovers In Japan";"Coldplay";2008;"Alternative";0;"";0;""
2344;"Christmas Lights";"Coldplay";2010;"Christmas";0;"";0;""
2345;"Hurts Like Heaven";"Coldplay";2011;"Alternative";0;"";0;""
2346;"Moses";"Coldplay";2003;"Alternative";0;"";0;""
2347;"Hypnotised";"Coldplay";2017;"Alternative";0;"";0;""
2348;"Shine";"Collective Soul";1993;"Rock";0;"";0;""
2349;"December";"Collective Soul";1995;"Alternative";0;"";0;""
2350;"The World I Know";"Collective Soul";1995;"Pop";0;"";0;""
2351;"Heavy";"Collective Soul";1999;"Rock";0;"";0;""
2352;"Precious Declaration";"Collective Soul";1997;"Rock";0;"";0;""
2353;"Where The River Flows";"Collective Soul";1995;"Alternative";0;"";0;""
2354;"Next Homecoming";"Collective Soul";2001;"Rock";0;"";0;""
2355;"Love, Me";"Collin Raye";1991;"Country";0;"";0;""
2356;"In This Life";"Collin Raye";1992;"Country";0;"";0;""
2357;"Little Rock";"Collin Raye";1994;"Country";0;"";0;""
2358;"One Boy, One Girl";"Collin Raye";1995;"Country";0;"";0;""
2359;"That's My Story";"Collin Raye";1993;"Country";0;"";0;""
2360;"If I Were You";"Collin Raye";1991;"Country";0;"";0;""
2361;"Stuck in the Middle with You";"Collin Raye";2009;"Rock";0;"";0;""
2362;"Love Remains";"Collin Raye";1995;"Christian";0;"";0;""
2363;"On the Verge";"Collin Raye";1995;"Country";0;"";0;""
2364;"O Holy Night";"Collin Raye";1996;"Holiday";0;"";0;""
2365;"It's Only Make Believe";"Conway Twitty";1958;"Country";0;"";0;""
2366;"Hello Darlin'";"Conway Twitty";1970;"Country";0;"";0;""
2367;"Slow Hand";"Conway Twitty";1982;"Country";0;"";0;""
2368;"I'd Love to Lay You Down";"Conway Twitty";1980;"Country";0;"";0;""
2369;"Tight Fittin' Jeans";"Conway Twitty";1981;"Country";0;"";0;""
2370;"The Rose";"Conway Twitty";1982;"Country";0;"";0;""
2371;"Don't Cry Joni DUET";"Conway Twitty";1982;"Country";0;"";0;""
2372;"Louisiana Woman, Mississippi Man DUET";"Conway Twitty";1982;"Country";0;"";0;""
2373;"Goodbye Time";"Conway Twitty";1988;"Country";0;"";0;""
2374;"Don't Take It Away";"Conway Twitty";1979;"Country";0;"";0;""
2375;"Linda on My Mind";"Conway Twitty";1974;"Country";0;"";0;""
2376;"You've Never Been This Far Before";"Conway Twitty";1973;"Country";0;"";0;""
2377;"I Don't Know A Thing About Love (The Moon Song)";"Conway Twitty";1984;"Country";0;"";0;""
2378;"Happy Birthday Darlin'";"Conway Twitty";1979;"Country";0;"";0;""
2379;"Fifteen Years Ago";"Conway Twitty";1970;"Country";0;"";0;""
2380;"Rainy Night In Georgia DUET";"Conway Twitty";1970;"Country";0;"";0;""
2381;"I May Never Get To Heaven";"Conway Twitty";2000;"Country";0;"";0;""
2382;"Desperado Love";"Conway Twitty";1986;"Country";0;"";0;""
